"","p","d","m"
"3386",770,0,13439.4298595974
"3387",770,0,8416.39598764155
"3388",584,1,10127.2050566991
"3389",695,0,9656.96517190775
"3390",584,1,11808.1313423898
"3391",584,1,7276.83463802624
"3392",584,1,7605.97467354158
"3393",859,0,10990.0921391751
"3394",666,1,11842.9543898176
"3395",695,1,14535.7761654439
"3396",689,1,11366.6616973247
"3397",584,1,12811.5601467957
"3398",859,0,7151.14335620475
"3399",695,1,10252.6952591263
"3400",584,1,8648.74655857971
"3401",695,1,13551.7493582669
"3402",584,0,10404.6020410968
"3403",689,0,8983.22280858492
"3404",584,1,10999.5522848264
"3405",584,1,8466.45091328713
"3406",584,1,13904.7749872843
"3407",584,1,11521.5693353247
"3408",584,1,13079.4329167878
"3409",584,1,9116.788663977
"3410",584,1,8137.28205884405
"3411",666,1,11833.3766971256
"3412",770,0,8761.59392036589
"3413",584,1,12681.7504013092
"3414",770,0,10464.5979497097
"3415",695,1,12766.5999600094
"3416",584,1,13051.1662989102
"3417",666,1,8050.78563508573
"3418",666,0,6531.57063955902
"3419",695,1,12713.154456656
"3420",584,1,10831.764968918
"3421",695,0,4148.08982010741
"3422",695,0,9473.15137428166
"3423",666,1,9850.4620924733
"3424",584,1,13610.6167160563
"3425",689,1,10853.5504553802
"3426",584,1,10879.9710511992
"3427",859,0,12285.0443628698
"3428",770,0,12207.9212538182
"3429",584,1,10683.3588943463
"3430",666,0,7435.03516478436
"3431",584,1,12389.6619051167
"3432",689,0,7689.97508585483
"3433",666,1,12346.7778829399
"3434",584,1,12431.314261312
"3435",584,1,12094.1073639678
"3436",584,0,7475.81359445065
"3437",584,1,14059.1228305972
"3438",695,1,11249.7157558732
"3439",584,1,11072.7955470289
"3440",770,1,15530.0382269179
"3441",859,0,12379.5420171843
"3442",584,1,8516.67567953867
"3443",584,1,15492.6342738127
"3444",770,0,11677.2947492284
"3445",584,1,8089.98505535087
"3446",770,1,15228.6829426498
"3447",584,0,6370.88847829874
"3448",584,1,7480.84690588668
"3449",859,0,14196.3738473683
"3450",770,1,12871.7551440717
"3451",689,1,10660.7449235008
"3452",695,0,6572.70003000608
"3453",584,1,11044.6924016812
"3454",695,0,11394.8049255016
"3455",584,1,9211.52346216484
"3456",770,0,11821.5085352064
"3457",584,1,10542.783192349
"3458",666,1,15893.874230731
"3459",666,1,13925.3933905713
"3460",584,1,11404.6840062575
"3461",770,0,9158.23163795051
"3462",584,1,9714.53263100676
"3463",666,1,13334.3130575214
"3464",695,1,11567.7835157376
"3465",695,1,12785.1360953312
"3466",584,1,12816.5683544357
"3467",584,1,11798.5397252937
"3468",584,1,13181.7556714206
"3469",695,0,7560.49315333321
"3470",584,1,11974.8405172454
"3471",695,1,10241.5009541919
"3472",695,1,11168.9154610743
"3473",695,0,8781.66009024412
"3474",584,1,11280.226608968
"3475",666,1,12586.4923077467
"3476",584,1,10784.4308756449
"3477",695,0,8345.00564841464
"3478",584,1,14623.7436891444
"3479",584,0,6407.95774266574
"3480",695,0,11431.6286759448
"3481",695,0,5025.83631792169
"3482",859,0,7824.46063675251
"3483",584,1,10509.6569476001
"3484",666,1,13966.6562942201
"3485",695,0,10404.8250653784
"3486",770,0,7788.0433924691
"3487",695,1,13370.9901751098
"3488",584,0,8287.28602980831
"3489",695,0,9208.65369784983
"3490",666,0,7783.03867511556
"3491",584,0,7907.85499791934
"3492",666,0,9780.44079188504
"3493",584,0,7620.32961317975
"3494",695,1,12397.0580278578
"3495",584,1,9949.87719141029
"3496",770,0,4116.18105472839
"3497",695,1,12096.254932256
"3498",584,1,10582.5390349788
"3499",584,1,13327.1431834354
"3500",695,1,9242.01412252362
"3501",584,1,10232.2261817541
"3502",666,1,10662.7675500247
"3503",695,1,12368.2056430355
"3504",584,1,12760.1536762628
"3505",584,1,10701.0195883427
"3506",584,1,12334.0710381982
"3507",695,1,11120.5513391632
"3508",666,1,15169.2019255467
"3509",584,1,9235.83792942696
"3510",584,1,13502.025665296
"3511",666,1,13096.8215256317
"3512",584,1,14083.3099649361
"3513",689,0,8135.51759484143
"3514",584,0,7090.82391867002
"3515",695,1,9843.53506831392
"3516",584,1,15038.7954767371
"3517",584,1,8169.24696366793
"3518",584,1,12378.2735911822
"3519",584,1,10604.8119920953
"3520",584,0,8328.21311624162
"3521",584,1,8074.84619548905
"3522",695,0,6184.3854978152
"3523",584,1,10748.2215895593
"3524",584,0,6987.06904363717
"3525",695,1,13142.9224449669
"3526",584,1,8630.36925946039
"3527",770,0,8946.14202145018
"3528",695,1,11439.8066751536
"3529",695,0,5192.98348434018
"3530",584,1,10732.5752842993
"3531",584,1,13153.9249160314
"3532",770,0,9710.64969145234
"3533",584,1,14516.1379912293
"3534",584,1,7187.2203951347
"3535",770,1,12098.7922824687
"3536",695,0,7260.7117214471
"3537",584,1,11155.4680246196
"3538",584,1,13667.7685071089
"3539",666,0,9961.05146033529
"3540",666,1,11367.7144257265
"3541",770,1,11775.4007326033
"3542",584,1,12723.4114889814
"3543",770,1,15899.0060811719
"3544",584,1,14293.4678072926
"3545",666,1,9994.81497619319
"3546",695,0,7972.99677023068
"3547",695,0,11103.4712138157
"3548",584,1,9697.64882667243
"3549",695,0,9854.93211840671
"3550",770,1,13408.6147697943
"3551",584,1,8145.75965452978
"3552",695,0,9111.79258448204
"3553",584,1,9878.48795893723
"3554",770,0,8534.09579402792
"3555",584,1,9877.0357998283
"3556",695,0,9150.80092610391
"3557",584,1,8030.62681567883
"3558",584,1,11592.7692620058
"3559",666,0,9538.74207894716
"3560",695,1,11549.4975243629
"3561",584,1,11140.2144963013
"3562",584,1,11207.5255292941
"3563",584,0,6157.85148990796
"3564",666,1,11037.1786530707
"3565",584,1,7147.81807960867
"3566",584,0,6461.72541292727
"3567",584,1,11938.8375662382
"3568",584,1,12941.254963161
"3569",584,1,8632.30152558777
"3570",770,1,14974.974548817
"3571",666,1,12862.3796288969
"3572",584,1,8221.74592558518
"3573",666,1,11723.6275522261
"3574",666,0,7161.10040532466
"3575",695,0,8202.01478223018
"3576",584,1,12337.5423293352
"3577",584,0,9093.52676187532
"3578",584,1,13184.3181933952
"3579",695,1,13098.0971280365
"3580",695,1,13415.8676475741
"3581",695,0,10773.1587012318
"3582",584,1,15165.9668874862
"3583",770,0,8963.42770563607
"3584",770,0,6197.93142073828
"3585",584,0,7661.59548268984
"3586",695,0,7255.63836849481
"3587",770,1,12337.4957364006
"3588",695,1,12395.0472371014
"3589",584,1,10690.2629616667
"3590",584,1,6189.19392600482
"3591",584,1,10562.5923870821
"3592",666,0,11603.559616571
"3593",584,1,10564.7285519363
"3594",666,1,10880.9214139645
"3595",584,0,7671.5554091503
"3596",666,1,12878.6254263529
"3597",695,1,9398.04987356226
"3598",666,1,9822.5000254008
"3599",770,0,9061.6041597141
"3600",770,1,12034.6746434383
"3601",695,0,9207.95377350017
"3602",695,1,13999.6561027402
"3603",584,1,6943.64049357085
"3604",584,1,17086.1486652748
"3605",695,1,13721.101593501
"3606",695,0,9707.9037750176
"3607",584,1,10021.8042360899
"3608",770,1,14668.4039494763
"3609",584,1,8406.13729264017
"3610",689,1,12595.5335726449
"3611",584,1,8966.53469174088
"3612",584,1,10059.55809531
"3613",584,1,7493.05704074582
"3614",770,1,14044.3526735536
"3615",695,0,11254.3236078559
"3616",695,1,16895.8164370395
"3617",770,0,10602.9279829806
"3618",584,1,6339.81482922526
"3619",770,0,10450.5391037838
"3620",770,0,7812.50113882838
"3621",770,1,12969.4523644154
"3622",584,1,14215.5638686442
"3623",695,0,10046.1345298069
"3624",584,1,14660.1186851993
"3625",584,1,9738.04167796605
"3626",584,1,12465.080887126
"3627",695,1,14469.5177916997
"3628",584,1,11476.8151423535
"3629",584,1,13876.0485821708
"3630",584,1,10922.1230425091
"3631",584,0,9170.63843609336
"3632",584,1,10356.6169273465
"3633",584,1,12735.7653386179
"3634",689,1,12812.6077914473
"3635",584,1,12999.1674209909
"3636",770,0,9246.02339676129
"3637",695,1,12513.0575412174
"3638",584,1,13595.2112938066
"3639",695,1,13341.9619080537
"3640",584,1,6992.12942938368
"3641",695,1,10917.4824498104
"3642",695,0,9553.19571720234
"3643",859,0,10644.4978503098
"3644",695,1,10582.5600826397
"3645",584,1,7173.43206049633
"3646",695,1,11979.4855438284
"3647",695,1,11944.7654974106
"3648",695,1,12120.1313123279
"3649",584,1,14331.7882532113
"3650",584,1,7941.223711379
"3651",859,0,16507.8113931514
"3652",666,1,10745.8775606098
"3653",584,1,14205.2277670734
"3654",584,1,11543.5026612443
"3655",584,1,9212.1355105178
"3656",584,1,7984.77712842668
"3657",584,1,9098.38748901244
"3658",695,1,10051.768862485
"3659",584,1,10876.2196171894
"3660",666,0,6848.8856112621
"3661",584,1,8634.69795824495
"3662",584,1,8340.63979459829
"3663",584,1,14834.0565954246
"3664",584,1,7126.37225687627
"3665",695,1,12390.7642865544
"3666",695,0,10616.5916249998
"3667",770,0,12907.6939310978
"3668",584,1,8609.13337491503
"3669",695,1,11910.8607253194
"3670",584,1,9256.7987950791
"3671",695,1,13461.2795819082
"3672",859,0,8249.86591553535
"3673",584,1,11325.2452429034
"3674",584,1,9013.0058337515
"3675",584,0,7666.69644504531
"3676",584,1,12855.8329094403
"3677",859,0,9734.22190635246
"3678",695,1,7861.11828524766
"3679",770,0,10182.3337237688
"3680",584,1,10777.4390372297
"3681",695,1,11465.2761898599
"3682",584,1,11075.3176134153
"3683",584,1,11400.6200712513
"3684",695,1,10891.4489549022
"3685",666,1,14393.6937551371
"3686",584,1,8386.71310278954
"3687",695,1,9452.09611846254
"3688",584,1,9417.81067983803
"3689",695,0,10721.4581745953
"3690",584,1,8909.30708891969
"3691",695,1,12517.9276225035
"3692",584,1,14117.2865241835
"3693",770,0,6810.54263704869
"3694",689,1,12502.4577404966
"3695",666,1,12867.030517661
"3696",695,0,8668.54461127789
"3697",584,1,8411.5876863384
"3698",666,0,7771.73355009079
"3699",695,1,9319.97101074217
"3700",695,0,7655.37684482103
"3701",584,1,12693.4571007566
"3702",695,1,11064.4972999191
"3703",695,0,8161.18277692968
"3704",584,1,11016.2805573622
"3705",584,1,8224.22102074776
"3706",695,1,10631.3271235784
"3707",666,1,12244.8214107812
"3708",584,1,10520.9395690108
"3709",695,0,11120.664030027
"3710",584,0,7640.46290292672
"3711",666,1,13394.9413852822
"3712",584,1,14030.5813575064
"3713",770,0,10636.5787804909
"3714",770,0,10301.0549807056
"3715",695,0,8630.23972595725
"3716",689,1,12920.1172398105
"3717",859,0,8201.42136982259
"3718",584,1,8566.00327128658
"3719",584,0,11922.157770595
"3720",584,1,9874.24926630317
"3721",770,1,15965.9213696823
"3722",584,1,13197.8671977923
"3723",584,1,11470.1432890019
"3724",695,0,11048.6971284159
"3725",666,1,14507.6585023929
"3726",695,1,11137.2664645104
"3727",584,1,11479.8184734676
"3728",584,1,13212.8057683336
"3729",584,1,12308.4835228159
"3730",695,1,14203.7079506134
"3731",584,1,10257.3395000149
"3732",695,1,12962.8978696757
"3733",695,1,11692.8394016543
"3734",666,0,12111.484458958
"3735",695,0,11139.9508739408
"3736",695,1,14373.5857711365
"3737",695,1,17098.1576264734
"3738",584,1,9997.13178700971
"3739",584,1,9148.92210959444
"3740",584,1,15086.7232717413
"3741",584,1,16065.6634367787
"3742",584,1,13743.3171257883
"3743",584,1,8599.05558330741
"3744",695,0,8611.00002323494
"3745",859,0,10894.5400188091
"3746",584,1,10249.2785293135
"3747",584,1,8615.5296152423
"3748",770,0,6464.47855189714
"3749",584,1,12193.9890026271
"3750",695,0,7133.02298869263
"3751",770,1,12576.5313218055
"3752",770,0,6806.20187916626
"3753",584,1,13357.0202500512
"3754",770,0,12318.3305418038
"3755",770,0,10998.8323487134
"3756",584,0,10528.4420016609
"3757",695,0,8699.91831062248
"3758",584,1,8835.07419089783
"3759",584,1,8319.89458579075
"3760",695,0,6621.28163882178
"3761",695,1,12994.5062320607
"3762",584,1,8314.48157805171
"3763",666,1,13000.732365507
"3764",584,1,14972.3391728808
"3765",695,0,10129.7754321771
"3766",584,1,9143.59546523542
"3767",695,0,7031.87440417328
"3768",584,1,15537.2270373
"3769",584,1,7419.64602239416
"3770",584,1,13383.6920183987
"3771",584,1,10886.4093410071
"3772",770,1,11725.4533599167
"3773",666,0,6201.949168525
"3774",584,1,9101.47266362149
"3775",584,1,14102.0662409003
"3776",695,1,12747.6858833386
"3777",695,0,7520.96336836564
"3778",584,1,10848.5602969134
"3779",584,1,8964.15550563065
"3780",770,0,9516.34268419023
"3781",584,1,8429.8979797803
"3782",859,0,10559.2433583553
"3783",584,1,10859.0279928222
"3784",584,1,11989.9358896436
"3785",666,1,13952.8319355218
"3786",770,1,13628.9010302614
"3787",584,1,10454.3528969759
"3788",695,1,12101.8866679905
"3789",695,0,11624.6229783055
"3790",770,1,15055.5994878923
"3791",770,0,9978.38568833879
"3792",666,0,9335.83593856785
"3793",695,0,10903.4057035362
"3794",584,1,12047.5578670002
"3795",584,1,12250.3603491302
"3796",584,1,15368.6961843679
"3797",666,1,13709.1346623749
"3798",695,0,9943.8898016753
"3799",695,1,11898.3928476145
"3800",584,1,11203.616423114
"3801",584,1,14076.6342003131
"3802",695,0,9319.90729974743
"3803",695,1,13533.8288346681
"3804",584,1,11140.857562863
"3805",770,1,12956.327242339
"3806",695,1,10745.3946014816
"3807",584,1,8290.12356161165
"3808",584,1,9610.73119980067
"3809",695,1,13242.5204606247
"3810",584,1,7242.06907064582
"3811",584,1,13653.6699518418
"3812",584,1,10569.2550179246
"3813",859,0,9827.45943267111
"3814",584,1,8726.27643959402
"3815",695,1,14686.9661395614
"3816",666,0,7575.05999674439
"3817",666,1,12945.8332415855
"3818",584,1,14660.0271486178
"3819",584,0,8279.41130580281
"3820",584,1,12109.6666767684
"3821",584,1,8035.26828605628
"3822",584,1,15908.2790583321
"3823",695,0,10956.1888346678
"3824",584,1,11377.4786855099
"3825",584,1,10343.7498944019
"3826",584,1,15120.8162115496
"3827",584,1,15860.067733037
"3828",695,1,10205.254356188
"3829",584,1,13022.5262108245
"3830",584,1,14023.3846375084
"3831",584,1,8411.47108640516
"3832",666,1,14686.5568609056
"3833",695,0,10516.4387466668
"3834",770,0,9426.21341954175
"3835",770,0,10027.3663709741
"3836",695,1,13097.1170008137
"3837",584,1,8467.1304136658
"3838",584,1,15340.8945156609
"3839",695,1,14255.891069367
"3840",695,1,13569.5808503697
"3841",859,0,12868.0003304394
"3842",859,0,12588.0045503222
"3843",695,1,11145.728776678
"3844",666,1,13072.9735175741
"3845",770,1,12763.2373561651
"3846",666,1,10071.6142265798
"3847",695,0,12255.842592335
"3848",584,0,7356.06506677479
"3849",695,0,10904.6479916926
"3850",584,1,9009.02728819072
"3851",666,1,13471.0238171799
"3852",584,1,9201.56204407871
"3853",770,0,9846.82901628157
"3854",695,1,13219.7285156212
"3855",584,1,12176.678244172
"3856",584,0,9367.8481982843
"3857",584,1,12024.6414009328
"3858",666,1,10506.8792090277
"3859",695,1,11107.835627386
"3860",584,1,9459.61358216643
"3861",584,1,8409.61796631797
"3862",584,1,7574.17476603288
"3863",695,1,11755.1829779302
"3864",695,0,8537.37278230031
"3865",695,1,12353.6172996751
"3866",584,1,13489.6945756488
"3867",584,1,14726.9554840016
"3868",695,1,12815.4151033551
"3869",584,0,8926.97731287627
"3870",584,1,9814.2219609253
"3871",695,1,11927.1094585299
"3872",584,1,7176.78015076798
"3873",770,0,6769.9883414048
"3874",584,1,12168.30932784
"3875",695,0,9979.39530635097
"3876",584,1,10407.1446802201
"3877",584,1,11154.651610596
"3878",695,1,12254.2760336331
"3879",584,1,8894.92225841041
"3880",584,1,11701.9581751999
"3881",584,1,12620.2109413087
"3882",584,1,12376.2618007767
"3883",695,0,5262.63874365311
"3884",584,1,11684.7123752931
"3885",584,1,11801.6377792606
"3886",584,1,10180.8962891788
"3887",689,1,13993.7912408878
"3888",584,1,6934.67141362349
"3889",695,1,13026.6327308726
"3890",584,1,10745.7551360118
"3891",666,1,13246.4913395034
"3892",695,0,7811.4463578787
"3893",584,1,10041.7385622511
"3894",695,1,14888.5078098447
"3895",666,1,13360.8640851482
"3896",770,1,13222.2975680709
"3897",584,1,10362.1232370063
"3898",695,0,10359.2696602795
"3899",584,0,7178.43297560742
"3900",695,1,12987.8772363999
"3901",695,0,11343.9965392266
"3902",584,1,10420.9810144072
"3903",770,1,10548.5423031055
"3904",666,0,9122.04292494584
"3905",695,0,10860.3271373398
"3906",666,0,9013.44254375206
"3907",695,0,8359.63580492629
"3908",584,1,9890.31887461077
"3909",584,1,9525.66115144452
"3910",666,0,8808.5057752374
"3911",584,1,12897.2832476958
"3912",695,0,6502.45701193045
"3913",584,1,9531.17158281347
"3914",584,1,13845.5984628695
"3915",584,1,10356.2967777462
"3916",859,0,8363.54204585692
"3917",584,1,9874.37655619282
"3918",770,1,12500.3109916627
"3919",695,1,14474.9050632
"3920",695,0,10645.8877747148
"3921",695,1,13527.5937889689
"3922",584,1,9169.02622219874
"3923",584,1,10595.4162093011
"3924",695,1,14465.2641000262
"3925",770,1,12817.4107506163
"3926",584,1,12722.2341034485
"3927",666,0,6784.53011015172
"3928",695,1,13597.0144758771
"3929",695,1,12276.8435454262
"3930",584,1,10464.2072101388
"3931",584,1,12969.8832362773
"3932",666,0,7374.35712263418
"3933",695,0,7852.36978383372
"3934",770,1,12567.3028860482
"3935",584,1,12186.376717857
"3936",584,1,11464.528864513
"3937",584,1,13560.1295531713
"3938",584,1,14483.9687676262
"3939",770,1,11736.8123078322
"3940",695,1,13594.4625411233
"3941",584,1,11867.1852392471
"3942",584,1,16323.783164064
"3943",695,0,9613.22858393873
"3944",770,1,9534.76499901028
"3945",695,0,6267.69894260402
"3946",666,1,11526.9247384784
"3947",584,1,13999.5259122715
"3948",666,1,11493.163397721
"3949",584,1,16397.2357497845
"3950",584,1,10889.6335196739
"3951",584,1,8261.44512336824
"3952",584,1,12501.0897646074
"3953",695,0,7821.18836065978
"3954",584,1,9372.91573554655
"3955",584,1,10354.3865188076
"3956",770,0,9921.07766500389
"3957",859,1,12473.6737936266
"3958",584,1,14065.6308515367
"3959",695,0,10390.4063043888
"3960",695,0,10622.0551631982
"3961",770,1,13313.7119740968
"3962",584,1,15292.5590545918
"3963",770,1,11654.4328734309
"3964",695,1,10561.0628091071
"3965",584,1,10847.3376651544
